isbn;title;pages;category;author;publisher
0671867873;White Butterfly;292;Fiction;walter mosley;Pocket
0521379253;Informal Logic;292;Philosophy;douglas n. walton;Cambridge University Press
0345461983;"Dragon'S Kin";292;Fiction;todd mccaffrey;Del Rey
0446674168;Lives Of The Monster Dogs;291;Fiction;kirsten bakis;Warner Books
0345330129;The Door Into Summer;291;Fiction;robert anson heinlein;Del Rey Books
0553582259;Repair To Her Grave;291;Fiction;sarah graves;Bantam Books
0441011675;Dead To The World;291;Fiction;charlaine harris;Ace Books
0130960535;Solaris Security;291;Computers;peter h. gregory;Prentice Hall Ptr
0452283736;Legally Blonde;291;Fiction;amanda brown;Plume Books
0061052477;Ruins;291;Fiction;chris carter;Harpercollins
0517707918;The 9 Steps To Financial Freedom;290;Economics;suze orman;Crown Publishing Group (Ny)
0517707918;The 9 Steps To Financial Freedom;290;Business;suze orman;Crown Publishing Group (Ny)
0802137296;Simone Weil, An Anthology;290;Philosophy;siân miles;Grove Press
0312928408;The Jeffrey Dahmer Story;290;True Crime;don davis;"St. Martin'S Paperbacks"
0671526723;Audrey Hepburns Neck;290;Fiction;alan brown;Pocket
0226474844;The Savage Mind;290;Philosophy;claude lvi-strauss;University Of Chicago Press
0671721135;Through The Ice;290;Fiction;robert kornwise;Baen
0201353830;Visual Basic 6;290;Computers;harold davis;Peachpit Press
042512343X;Poodle Springs;290;Fiction;raymond chandler;Berkley Publishing Group
0312970072;Black Coffee;290;Fiction;agatha christie;"St. Martin'S Press"
0140274154;On The Road;290;American Literature;jack kerouac;Penguin Books Ltd
0876853904;Women;290;Fiction;charles bukowski;Black Sparrow Books
0938077546;Mindfulness And Meaningful Work;289;Philosophy;claude whitmyer;Parallax Press
0879759356;The Corruption Of Reality;289;Philosophy;john f. schumaker;Prometheus Books
0425144658;Seneca Falls Inheritance;289;Fiction;miriam grace monfredo;Berkley Publishing Group
0312130279;The Bird Artist;289;Fiction;howard norman;Picador Usa
0767903196;On Mexican Time;289;Travel;tony cohan;Broadway Books
0393312801;The Acid House;289;Fiction;irvine welsh;W. W. Norton  Company
0425114511;"We Don'T Die";289;Body;joel martin;Berkley Publishing Group
0425114511;"We Don'T Die";289;Spirit;joel martin;Berkley Publishing Group
0425114511;"We Don'T Die";289;Mind;joel martin;Berkley Publishing Group
0425114511;"We Don'T Die";289;Body;patricia romanowski;Berkley Publishing Group
0425114511;"We Don'T Die";289;Spirit;patricia romanowski;Berkley Publishing Group
0425114511;"We Don'T Die";289;Mind;patricia romanowski;Berkley Publishing Group
0449217124;Thornyhold;289;Fiction;mary stewart;Fawcett Books
0671019163;Star Trek: The Next Generation: Planet X;288;Fiction;michael jan friedman;Star Trek
0785814728;The Complete Prophecies Of Nostradamus;288;Philosophy;nostradamus;Castle Books
0786884207;"Don'T Sweat The Small Stuff In Love";288;Relationships;richard carlson;Hyperion Press
0786884207;"Don'T Sweat The Small Stuff In Love";288;Family;richard carlson;Hyperion Press
0786884207;"Don'T Sweat The Small Stuff In Love";288;Relationships;kristine carlson;Hyperion Press
0786884207;"Don'T Sweat The Small Stuff In Love";288;Family;kristine carlson;Hyperion Press
0373250398;The Princess-In-Training Manual;288;Fiction;jacqueline de soignee;Red Dress Ink
0373250398;The Princess-In-Training Manual;288;Fiction;erica orloff;Red Dress Ink
0440504953;1001 Ways To Cut Your Expenses;288;Economics;jonathan d. pond;Dell Publishing Company
0440504953;1001 Ways To Cut Your Expenses;288;Business;jonathan d. pond;Dell Publishing Company
0671789422;Possessing The Secret Of Joy;288;Fiction;alice walker;Pocket
0061092894;John Chancellor Makes Me Cry;288;Autobiography;anne rivers siddons;Harpertorch
0061092894;John Chancellor Makes Me Cry;288;Biography;anne rivers siddons;Harpertorch
0060193123;The Bingo Queens Of Paradise;288;Fiction;june park;Cliff Street Books
0310247276;Where Is God When It Hurts?;288;Religion;philip yancey;Zondervan Publishing Company
0688177751;Miss Julia Speaks Her Mind;288;Fiction;ann b. ross;Perennial
076790382X;"I'M A Stranger Here Myself";288;Autobiography;bill bryson;Broadway Books
076790382X;"I'M A Stranger Here Myself";288;Biography;bill bryson;Broadway Books
0140275428;The Other Side Of The Dale;288;Autobiography;gervase phinn;Penguin Books
0140275428;The Other Side Of The Dale;288;Biography;gervase phinn;Penguin Books
1580628362;Please Stop Laughing At Me;288;Autobiography;jodee blanco;Adams Media Corporation
1580628362;Please Stop Laughing At Me;288;Biography;jodee blanco;Adams Media Corporation
0140262881;Philosophy And Social Hope;288;Philosophy;richard rorty;Penguin Books
0060529709;Everything Is Illuminated;288;Fiction;jonathan safran foer;Perennial
8466612815;Estúpidos Hombres Blancos;288;Humor;michael moore;Ediciones B
044021775X;The George Eliot Murders;288;Fiction;edith skom;Dell Publishing Company
0060931280;Bingo Queens Of Paradise;288;Fiction;june park;Perennial
0312979770;The Seven Dials Mystery;288;Fiction;agatha christie;"St. Martin'S Paperbacks"
0312267568;The Language Of Threads;288;Fiction;gail tsukiyama;"St. Martin'S Press"
068486441X;Eating The Cheshire Cat;288;Fiction;helen ellis;Scribner
0446679046;"Dorothy Parker'S Elbow";288;Fiction;kim addonizio;Warner Books
1576731278;Stories For The Heart;288;Religion;alice gray;Multnomah
0060976624;Thank You For Smoking;288;Fiction;christopher buckley;Perennial
0060558865;Ella Enchanted (Rack);288;Juvenile Fiction;gail carson levine;Avon
1575668807;Maggie Needs An Alibi;288;Fiction;kasey michaels;Kensington Publishing Corporation
0553213164;Anne Of Windy Poplars;288;Juvenile Fiction;lucy maud montgomery;Bantam Classics
0060938412;The Accidental Virgin;288;Fiction;valerie frankel;Avon Trade
0060987324;Girlfriend In A Coma;288;Fiction;douglas coupland;Regan Books
0312199406;Night Of Many Dreams;288;Fiction;gail tsukiyama;"St. Martin'S Griffin"
0786864133;Napalm & Silly Putty;288;Humor;george carlin;Hyperion
0812570944;What Dreams May Come;288;Fiction;richard matheson;Tor Books
0060507403;The Cheese Monkeys;288;Fiction;chip kidd;Perennial
0064470482;Banner In The Sky;288;Juvenile Fiction;james ramsey ullman;Harpertrophy
0375405445;Founding Brothers;288;Autobiography;joseph j. ellis;Knopf
0375405445;Founding Brothers;288;Biography;joseph j. ellis;Knopf
0316316962;The Tipping Point;288;Psychology;malcolm gladwell;Little, Brown
0446526479;"Amanda'S Wedding";288;Fiction;jenny colgan;Warner Books
0786885416;The Hungry Ocean;288;Autobiography;linda greenlaw;Hyperion
0786885416;The Hungry Ocean;288;Biography;linda greenlaw;Hyperion
0380805421;Smart Vs. Pretty;288;Fiction;valerie frankel;Avon Trade
1562059394;Mcse Fast Track;288;Computers;emmett dulaney;New Riders Publishing
0373250215;Burning The Map;288;Fiction;laura caldwell;Red Dress Ink
0061056006;Cat On The Edge;288;Fiction;shirley rousseau murphy;Avon
0060972777;"This Boy'S Life";288;American;tobias wolff;Perennial
0060972777;"This Boy'S Life";288;Authors;tobias wolff;Perennial
1580050719;The Big Rumpus;288;Relationships;ayun halliday;Seal Press (Wa)
1580050719;The Big Rumpus;288;Family;ayun halliday;Seal Press (Wa)
0062516590;Legacy Of Luna;288;Autobiography;julia hill;Harper Sanfrancisco
0062516590;Legacy Of Luna;288;Biography;julia hill;Harper Sanfrancisco
0064405176;Walk Two Moons;288;Juvenile Fiction;sharon creech;Harpertrophy
0553293397;The Naked Sun;288;Fiction;isaac asimov;Bantam
0743259823;Party Monster;288;Autobiography;james st. james;Simon  Schuster
0743259823;Party Monster;288;Biography;james st. james;Simon  Schuster
0380798468;Butchers Hill;288;Fiction;laura lippman;Avon
089296720X;Uncommon Clay;288;Fiction;margaret maron;Warner Books
0060973897;Lakota Woman;288;Social Science;dog mary crow;Perennial
0446613150;Gossip Girl;288;Fiction;cecily von ziegesar;Warner Books
0877287171;You Forever;288;Philosophy;t. lobsang rampa;Weiser Books
0876855575;Ham On Rye;288;Fiction;charles bukowski;Ecco
0553379658;My Ishmael;288;Fiction;daniel quinn;Bantam
0060953691;La Cucina;288;Fiction;lily prior;Ecco
0380714868;Katapult;288;Fiction;karen kijewski;Avon
0684838737;Deeper;288;Computers;john seabrook;Touchstone
020168859X;"The Non-Designer'S Web Book";287;Computers;robin williams;Addison-Wesley
0446313033;Shroud For A Nightingale;287;Fiction;p. d. james;Warner Books
0749336021;The Joy Luck Club;287;Chinese American Women;amy tan;Minerva
0886774454;"The Fire'S Stone";287;Fiction;tanya huff;Daw Books
0140390227;The Awakening, And Selected Stories;286;Fiction;kate chopin;Penguin Usa (Paper)
0767908473;"The Sorcerer'S Companion";286;Social Science;allan zola kronzek;Broadway
0767908473;"The Sorcerer'S Companion";286;Social Science;elizabeth kronzek;Broadway
3596247500;Ein Mann Für Jede Tonart;286;Autobiography;hera lind;Fischer (Tb.), Frankfurt
3596247500;Ein Mann Für Jede Tonart;286;Biography;hera lind;Fischer (Tb.), Frankfurt
0895263734;The Millennium Bug;286;Computers;michael s. hyatt;Nelson Books
0553574558;To Play The Fool;286;Fiction;laurie r. king;Crimeline
0767902831;Bella Tuscany;286;Autobiography;frances mayes;Broadway Books
0767902831;Bella Tuscany;286;Biography;frances mayes;Broadway Books
067941603X;Promiscuities;286;Social Science;naomi wolf;Random House Inc
1565922662;Windows Annoyances;285;Computers;david a. karp;"O'Reilly"
0425159418;Rueful Death;285;Fiction;susan wittig albert;Berkley Publishing Group
0679742565;The Game;285;Fiction;antonia susan byatt;Vintage Books Usa
0679741836;"Molly Ivins Can'T Say That, Can She?";284;Humor;molly ivins;Vintage Books Usa
0743211995;An Hour Before Daylight;284;Autobiography;jimmy carter;Simon  Schuster
0743211995;An Hour Before Daylight;284;Biography;jimmy carter;Simon  Schuster
0571200435;The Buddha Of Suburbia;284;Fiction;hanif kureishi;Faber Paperbacks
0195042239;Prince Among Slaves;284;Philosophy;terry alford;Oxford University Press
0062517864;The Monk Downstairs;284;Fiction;tim farrington;Harpersanfrancisco
044900371X;The Orchid Thief;284;Autobiography;susan orlean;Ballantine Books
044900371X;The Orchid Thief;284;Biography;susan orlean;Ballantine Books
1575665352;Leprechauns;284;Fiction;craig shaw gardner;Kensington Publishing Corporation
0192822098;"A Woman'S Kingdom And Other Stories";283;Philosophy;anton pavlovich chekhov;Oxford Univ Pr
0373250118;See Jane Date;283;Fiction;melissa senate;Red Dress Ink
0380728613;After Death;283;Philosophy;darryl reanney;Harpercollins
0380646420;Cat Chaser;283;Fiction;elmore leonard;Harper Mass Market Paperbacks (Mm)
0385260326;The Trial Of Socrates;282;Philosophy;isidor feinstein stone;Anchor
0764221760;The Meeting Place;282;Fiction;t. davis bunn;Bethany House Publishers
0552999504;Unchained Melanie;282;Fiction;judy astley;Trafalgar Square
0385720408;Ali And Nino;282;Fiction;kurban said;Anchor Books/Doubleday
0373250258;Fashionistas;282;Fiction;lynn messina;Red Dress Ink
0671722859;The Tragedy Of Romeo And Juliet;281;Classical Drama;william shakespeare;Washington Square Press
0747526036;The Private Parts Of Women;281;English Fiction;lesley glaister;Bloomsbury Publishing Plc
0380705192;Under The Lake;281;Fiction;s woods;Avon Books
0399526307;"The Girlfriend'S Guide To Getting Your Groove Back";280;Relationships;vicki iovine;Perigee Books
0399526307;"The Girlfriend'S Guide To Getting Your Groove Back";280;Family;vicki iovine;Perigee Books
0201700883;Robin Williams Design Workshop;280;Computers;robin williams;Peachpit Press
0201700883;Robin Williams Design Workshop;280;Computers;john tollett;Peachpit Press
078947557X;Dk Essential Internet Guide;280;Computers;annalisa milner;Dorling Kindersley Publishing
0877735190;Vitality, Energy, Spirit;280;Philosophy;thomas f. cleary;Shambhala
0670031410;Thieves In High Places;280;Economics;jim hightower;Viking Books
0670031410;Thieves In High Places;280;Business;jim hightower;Viking Books
0425163997;Death At Gallows Green;280;Fiction;robin paige;Berkley Publishing Group
0767900383;Under The Tuscan Sun;280;Travel;frances mayes;Broadway
0373152655;Christmas Miracles;280;Fiction;carole mortimer;Harlequin
0785270493;Seven From Heaven;280;Medical;kenny mccaughey;Thomas Nelson Publishers
0785270493;Seven From Heaven;280;Medical;bobbi mccaughey;Thomas Nelson Publishers
0785270493;Seven From Heaven;280;Medical;gregg lewis;Thomas Nelson Publishers
0785270493;Seven From Heaven;280;Medical;deborah shaw lewis;Thomas Nelson Publishers
0609807900;Sloppy Firsts;280;Fiction;megan mccafferty;Three Rivers Press
0782120261;The Best Strategy & War Game Strategies & Secrets;279;Computers;computer game strategy magazine;Sybex
0782120261;The Best Strategy & War Game Strategies & Secrets;279;Computers;computer games strategy plus (firm);Sybex
1585420441;At The Corner Of East And Now;279;Philosophy;frederica mathewes-green;Jeremy P. Tarcher
0385485107;"Charles Kuralt'S America";279;Travel;charles kuralt;Anchor Books/Doubleday
0425117391;Hush Little Darlings;279;Fiction;judith kelman;Berkley Publishing Group
0380603764;Indecent Obsession;279;Fiction;colleen mccullough;Avon
0553293362;Second Foundation;279;Fiction;isaac asimov;Spectra
0860916464;Against Method;279;Philosophy;paul feyerabend;Verso
0201616467;Practical Java;279;Computers;peter haggar;Addison-Wesley Pub Co
0671568310;Infiltrator;279;Fiction;w. r. thompson;Star Trek
042506784X;The Hollow;279;Fiction;agatha christie;Berkley Publishing Group
0345323750;"Fay Weldon'S The Life And Loves Of A She-Devil";278;Fiction;fay weldon;Ballantine Books
0441644511;The Outlaws Of Sherwood;278;Juvenile Fiction;robin mckinley;Ace Books
0425168964;Murder On Astor Place;278;Fiction;victoria thompson;Prime Crime
0805074007;Hegemony Or Survival;278;Political Science;noam chomsky;Metropolitan Books
0679722025;A Bend In The River;278;Fiction;vidiadhar surajprasad naipaul;Vintage
0892965681;Up Jumps The Devil;278;Fiction;margaret maron;Warner Books Inc
0312099436;Women Of The Silk;278;Fiction;gail tsukiyama;"St. Martin'S Griffin"
1567184855;Journey Of Souls;278;Body;michael newton;Llewellyn Publications
1567184855;Journey Of Souls;278;Spirit;michael newton;Llewellyn Publications
1567184855;Journey Of Souls;278;Mind;michael newton;Llewellyn Publications
0679736654;A Scanner Darkly;278;Drug Abuse;philip k. dick;Vintage Books Usa
0743437993;South Of Reason;278;Fiction;cindy eppes;Atria
051770739X;Downsize This!;278;Humor;michael moore;Crown Publishers
038531387X;Deliverance;278;Fiction;james dickey;Delta
0345437829;Hanging Up;278;Fiction;delia ephron;Ballantine Books
0671021346;Blooded;278;Fiction;joss whedon;Simon Spotlight Entertainment
0609809431;Kick Me;278;Relationships;paul feig;Three Rivers Press (Ca)
0609809431;Kick Me;278;Family;paul feig;Three Rivers Press (Ca)
0385502737;The Good, The Bad & The Difference;277;Philosophy;randy cohen;Doubleday
0425173615;"Murder On St. Mark'S Place";277;Fiction;victoria e. thompson;Berkley Publishing Group
0767906551;My Legendary Girlfriend;277;Fiction;mike gayle;Broadway Books
0140130209;The Whiteness Of Bones;277;Fiction;susanna moore;Penguin Books
0807015555;Eros And Civilization;277;Philosophy;herbert marcuse;Beacon Press
0441006582;A Phule And His Money;277;Fiction;peter j. heck;Ace Books
1562056484;Web Concept & Design;277;Computers;crystal waters;Macmillan Computer Pub
0691088586;Personal Impressions;277;Philosophy;isaiah berlin;Princeton University Press
0691088586;Personal Impressions;277;Philosophy;henry hardy;Princeton University Press
0316313076;Victory Over Japan;277;Fiction;ellen gilchrist;Back Bay Books
0446511528;The Heartbreaker;277;Fiction;carly phillips;Warner Books
0142003190;A Noble Radiance;277;Fiction;donna leon;Penguin Books
042519485X;Undead And Unwed;277;Fiction;maryjanice davidson;Berkley Publishing Group
0316313203;The Anna Papers;277;Fiction;ellen gilchrist;Back Bay Books
0671501070;"Dragon'S Honor";277;Fiction;kij johnson;Star Trek
0385720211;In The Drink;277;Fiction;kate christensen;Anchor Books/Doubleday
0441007090;Lady In Gil;277;Fiction;rebecca bradley;Ace Books
0671522817;Braveheart;277;Fiction;randall wallace;Pocket
0679447156;Eight Weeks To Optimum Health;276;Self-Help;andrew weil;Alfred A. Knopf
0312287364;Feeling Sorry For Celia;276;Fiction;jaclyn moriarty;"St. Martin'S Griffin"
0425173410;Death At Whitechapel;276;Fiction;robin paige;Prime Crime
0767902521;A Walk In The Woods;276;Travel;bill bryson;Broadway Books
0385285965;Legends Of The Fall;276;Fiction;jim harrison;Delacorte Press
0451208552;Shop Till You Drop;276;Fiction;elaine viets;Signet Book
0471165204;Digital Literacy;276;Computers;paul gilster;Wiley
0380705354;Transformation;276;Abduction;whitley strieber;Harper Mass Market Paperbacks (Mm)
0375503269;Anonymous Rex;276;Fiction;eric garcia;Villard Books
0671872753;Bloodletter;276;Fiction;k. w. jeter;Star Trek
0140119205;Nice Work;276;English Poetry;david lodge;Penguin Putnam~Trade
0393315819;Ecstasy;276;Fiction;irvine welsh;W. W. Norton  Company
0446351709;One L;276;Law;scott turow;Warner Books
0465047548;Evil;276;Philosophy;lance morrow;Basic Books
156205595X;"Macromedia Shockwave For Director User'S Guide";275;Computers;sasha magee;New Riders Publishing
156205595X;"Macromedia Shockwave For Director User'S Guide";275;Computers;noel rabinowitz;New Riders Publishing
0671738267;Elizabeth Peters Presents Malice Domestic;275;Fiction;martin greenberg;Pocket
0451210816;Murder Between The Covers;275;Fiction;elaine viets;Signet Book
0312979479;And Then There Were None;275;Fiction;agatha christie;"St. Martin'S Paperbacks"
0385333846;Slaughterhouse-Five;275;Fiction;kurt vonnegut;Delta
0385496095;Traveling Mercies;275;Autobiography;anne lamott;Anchor Books/Doubleday
0385496095;Traveling Mercies;275;Biography;anne lamott;Anchor Books/Doubleday
0375760628;Slave To Fashion;275;Fiction;rebecca campbell;Villard
0385498802;Bee Season;275;Fiction;myla goldberg;Anchor Books/Doubleday
0140264795;Rosie;275;Fiction;anne lamott;Penguin Books
1573240249;Women Who Love Books Too Much;274;Autobiography;brenda knight;Conari Press
1573240249;Women Who Love Books Too Much;274;Biography;brenda knight;Conari Press
0130878278;Customer-Effective Web Sites;274;Computers;jodie dalgleish;Prentice Hall Ptr
042519129X;The English Breakfast Murder;274;Fiction;laura childs;Berkley Publishing Group
0139498435;Unix System Architecture;274;Computers;prabhat k. andleigh;Prentice Hall
0679756760;When I Was Puerto Rican;274;Autobiography;esmeralda santiago;Vintage Books Usa
0679756760;When I Was Puerto Rican;274;Biography;esmeralda santiago;Vintage Books Usa
0425161951;"Death At Devil'S Bridge";274;Fiction;robin paige;Berkley Publishing Group
0425156710;"Death At Daisy'S Folly";274;Fiction;robin paige;Berkley Publishing Group
0385335679;Kissing In Manhattan;274;Fiction;david schickler;Delta
0671883410;"Debtor'S Planet";274;Fiction;w. r. thompson;Star Trek
0679463321;Killing Time;274;Fiction;caleb carr;Random House Trade
0609605925;Angel Falls;274;Fiction;kristin hannah;Crown
0345423496;3001;274;Fiction;arthur c. clarke;Del Rey Books
0735619484;Test-Driven Development In Microsoft .Net;273;Computers;alexei a. vorontsov;Microsoft Press
0399142991;On The Occasion Of My Last Afternoon;273;Fiction;kaye gibbons;Putnam Publishing Group
0133033899;Designing Visual Interfaces;273;Computers;kevin mullet;Prentice Hall Ptr
0345446860;Back When We Were Grownups;273;Fiction;anne tyler;Ballantine Books
0201419750;Effective Perl Programming;273;Computers;joseph n. hall;Addison-Wesley Professional
0767902890;The Things They Carried;273;Fiction;"tim o'brien";Broadway
0156006332;"Finbar'S Hotel";273;Fiction;dermot bolger;Harvest Books
0553291955;The Thin Woman;273;Fiction;dorothy cannell;Crimeline
0836226844;Forever, Erma;273;Humor;erma bombeck;Andrews Mcmeel Pub
0892966548;Killer Market;273;Fiction;margaret maron;Warner Books Inc
0452283795;Wanderlust;273;Fiction;chris dyer;Plume Books
1565048024;Clan Novel;273;Fiction;eric griffin;White Wolf Games Studio
0072227877;Black Ice;273;Computers;dan verton;Mcgraw-Hill Osborne Media
0399523308;"The Girlfriend'S Guide To Surviving The First Year Of Motherhood";272;Fiction;vicki iovine;Perigee Books
0786881852;"Don'T Sweat The Small Stuff And It'S All Small Stuff";272;Self-Help;richard carlson;Hyperion
0735614504;Microsoft Word Version 2002 Plain & Simple;272;Computers;jerry joyce;Microsoft Press
0735614504;Microsoft Word Version 2002 Plain & Simple;272;Computers;marianne moon;Microsoft Press
0553573608;How To Murder The Man Of Your Dreams;272;Fiction;dorothy cannell;Bantam Books
0786883367;"Don'T Sweat The Small Stuff At Work";272;Self-Help;richard carlson;Hyperion
1580621805;Small Miracles Of Love & Friendship;272;Religion;yitta halberstam mandelbaum;Adams Media Corporation
1580621805;Small Miracles Of Love & Friendship;272;Religion;yitta halberstam;Adams Media Corporation
0060007575;In Sunlight, In A Beautiful Garden;272;Fiction;kathleen cambor;Perennial
0789723166;Xml Web Documents From Scratch;272;Computers;mike kraley;Que
0060507233;Buddhism Is Not What You Think;272;Philosophy;steve hagen;Harpersanfrancisco
0425083896;"Clive Barker'S Books Of Blood";272;Fiction;clive barker;Berkley Publishing Group
0471616842;A Visual Introduction To Sql;272;Computers;david chappell;John Wiley  Sons
0553282085;A Little Class On Murder;272;Fiction;carolyn g. hart;Bantam Books
0765341972;The Mothman Prophecies;272;Body;john a. keel;Tor Books
0765341972;The Mothman Prophecies;272;Spirit;john a. keel;Tor Books
0765341972;The Mothman Prophecies;272;Mind;john a. keel;Tor Books
0132716933;Exploring The Internet;272;Computers;gretchen marx;Prentice Hall
8817125539;An Italian In America;272;Fiction;beppe severgnini;St Martins Pr
0060976446;Farewell My Concubine;272;Fiction;lilian lee;Perennial
0446403237;"Bootlegger'S Daughter";272;Fiction;margaret maron;Warner Books
0060974990;Savage Inequalities;272;Education;jonathan kozol;Perennial
0064403688;Jacob Have I Loved;272;Juvenile Fiction;katherine paterson;Harpertrophy
0345445848;Big Cherry Holler;272;Fiction;adriana trigiani;Ballantine Books
0380715430;The Mother Tongue;272;Disciplines;bill bryson;Perennial
0380715430;The Mother Tongue;272;Language Arts;bill bryson;Perennial
0671015575;The Plot Thickens;272;Fiction;lawrence block;Pocket
0671015575;The Plot Thickens;272;Fiction;linda fairstein;Pocket
0671015575;The Plot Thickens;272;Fiction;walter mosley;Pocket
1593270291;Hacking The Xbox;272;Computers;andrew huang;No Starch Press
067101465X;"Dujonian'S Hoard";272;Fiction;michael jan friedman;Star Trek
0380773775;Angels Among Us;272;Religion;don fearheiley;Avon
0786883219;Brain Droppings;272;Humor;george carlin;Hyperion
0380708213;The Forever War;272;Fiction;joe haldeman;Eos
0743204476;Digital Biology;272;Computers;p. j. bentley;Simon  Schuster
0060923245;Sweet Hereafter;272;Fiction;russell banks;Perennial
0684849739;The Bible Code;272;Religion;michael drosnin;Touchstone
0465045480;Is Data Human?;272;Philosophy;rick hanley;Basic Books
0425180468;Fax Me A Bagel;272;Fiction;sharon kahn;Berkley Publishing Group
0345438329;Big Stone Gap;272;Fiction;adriana trigiani;Ballantine Books
1565925823;Open Sources;272;Computers;sam ockman;"O'Reilly"
0312263058;Cybercitizen;272;Computers;christopher kush;"St. Martin'S Press"
0452282098;City Of God;272;Fiction;e. l. doctorow;Penguin Books
0553575619;Raptor Red;272;Fiction;robert t. bakker;Bantam
0684856212;Burn Rate;272;Computers;michael wolff;Simon  Schuster
0261103288;The Hobbit, Or, There And Back Again;271;Bilbo (Fictitious Character);john ronald reuel tolkien;Harpercollins
0261103288;The Hobbit, Or, There And Back Again;271;Baggins;john ronald reuel tolkien;Harpercollins
0452281725;"The Quilter'S Apprentice";271;Fiction;jennifer chiaverini;Plume Books
0735714258;More Eric Meyer On Css;271;Computers;eric a. meyer;Pearson Education
0671899333;Sweeter The Juice;271;Autobiography;shirlee haizlip;Free Press
0671899333;Sweeter The Juice;271;Biography;shirlee haizlip;Free Press
0449213447;The Chosen;271;Fiction;chaim potok;Fawcett Books
0020198906;Joshua;271;Catholic Church;joseph f. girzone;Macmillan
0345358791;2061;271;Fiction;arthur charles clarke;Del Rey Books
0201675161;Inside Internet Security;270;Computers;jeff crume;Addison-Wesley Pub Co
0970816308;Channeling Biker Bob;270;Fiction;nik c. colyer;Singing Reed Pr
0609808249;Knitlit;270;Self-Help;molly wolf;Three Rivers Press (Ca)
1561797111;Gianna;270;Relationships;jessica shaver;Bethany House Publishers
1561797111;Gianna;270;Family;jessica shaver;Bethany House Publishers
0679463135;The Pursuit Of Alice Thrift;269;Fiction;elinor lipman;Random House
1550810510;Random Passage;269;Fiction;bernice morgan;Breakwater Books Ltd
0375415475;Family History;269;Fiction;dani shapiro;Knopf
0805063196;Complications;269;Autobiography;atul gawande;Metropolitan Books
0805063196;Complications;269;Biography;atul gawande;Metropolitan Books
0786806540;Daughters Of The Moon: Into The Cold Fire - Book #2;268;Juvenile Fiction;lynne ewing;Hyperion Books For Children
1576751996;Affluenza;268;Consumption (Economics);john de graaf;Berrett-Koehler Publishers
0201517205;Iron John;268;Social Science;robert bly;Perseus Books Group
059515364X;Dmca;268;Computers;marcia wilbur;Writers Club Press
0374128715;The Confessions Of Max Tivoli;267;Fiction;andrew sean greer;Farrar, Straus And Giroux
0596005229;Java Database Best Practices;267;Computers;george reese;"O'Reilly"
0192836552;Pensées And Other Writings;267;Philosophy;blaise pascal;Oxford University Press
0425167135;A Blessing On The Moon;267;Fiction;joseph skibell;Berkley Publishing Group
0763617229;The Tale Of Despereaux;267;Juvenile Fiction;kate dicamillo;Candlewick Press (Ma)
0763617229;The Tale Of Despereaux;267;Juvenile Fiction;timothy b. ering;Candlewick Press (Ma)
0553284673;Love And Marriage;267;Relationships;bill cosby;Bantam Books
0553284673;Love And Marriage;267;Family;bill cosby;Bantam Books
1568381190;The Golden Ghetto;267;Philosophy;"jessie h. o'neill";Hazelden
078212187X;Web Pages That Suck;266;Computers;michael willis;Sybex Inc
0517706814;La Ley Del Amor;266;Fiction;laura esquivel;Random House Value Pub
0609801279;The Law Of Love;266;Fiction;laura esquivel;Three Rivers Press (Ca)
0373835876;Simply Sinful;266;Fiction;carly phillips;Harlequin
0764502050;Dummies 101;266;Computers;deborah s. ray;For Dummies
0201708426;Extreme Programming Installed;265;Computers;chet hendrickson;Addison-Wesley Professional
015696158X;When God Was A Woman;265;Religion;merlin stone;Harvest Books
0786886021;"Don'T Sweat The Small Stuff For Women";264;Self-Help;kristine carlson;Hyperion Press
0786884649;Confessions Of A Cineplex Heckler;264;Humor;joe queenan;Hyperion
0679779175;The Consolations Of Philosophy;264;Philosophy;alain de botton;Vintage
0789501953;Advanced Networking Concepts;264;Computers;robert bruce sinclair;Course Technology
0312274920;Round Ireland With A Fridge;264;Humor;tony hawks;"St. Martin'S Press"
0140185011;Travels With My Aunt;264;African Americans;graham greene;Penguin Books
0826321933;Wisconsin Death Trip;264;Autobiography;michael lesy;University Of New Mexico Press
0826321933;Wisconsin Death Trip;264;Biography;michael lesy;University Of New Mexico Press
0826321933;Wisconsin Death Trip;264;Autobiography;charles van schaick;University Of New Mexico Press
0826321933;Wisconsin Death Trip;264;Biography;charles van schaick;University Of New Mexico Press
0440226686;Blood And Chocolate;264;Juvenile Fiction;annette curtis klause;Laurel Leaf
0671799312;The Silent Passage;264;Aging;gail sheehy;Pocket
1842930850;When The Shoe Fits;264;Philosophy;osho;Watkins/Duncan Baird Publishers
8408036424;Mientras Vivimos;264;Fiction;maruja torres;Planeta
0590396056;Magic Steps;264;Juvenile Fiction;tamora pierce;Point
0375700269;Evening;264;Fiction;susan minot;Vintage
1402201427;505 Unbelievably Stupid Web Pages;263;Computers;dan crowley;Sourcebooks
1571740562;Conversations With God;263;Body;neale donald walsch;Hampton Roads Publishing Company
1571740562;Conversations With God;263;Spirit;neale donald walsch;Hampton Roads Publishing Company
1571740562;Conversations With God;263;Mind;neale donald walsch;Hampton Roads Publishing Company
0451204344;Murder In A Minor Key;263;Fiction;jessica fletcher;Signet Book
0451204344;Murder In A Minor Key;263;Fiction;donald bain;Signet Book
0805056793;Graceful Simplicity;263;Philosophy;jerome m. segal;Henry Holt  Company
